what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349293997770
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349294014442
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349294020974
opened,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1349294031728
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1349294031947
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349294032345
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349294033873
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349294035817
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1349294036184
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349294039417
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349294041617
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1349294041773
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349294054168
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349294066335
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1349294066614
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1349294068302
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349294068937
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349294070953
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1349294078606
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1349294081460
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349294100486
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1349294104401
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.delete.line",1349294121847
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1349294123845
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1349294129059
